PairID	GroundTruth	Weight	QCCD	GRCI	CAM	IGCI	IGCI_G	RESIT	RESIT_std
15	-1	1	0.00924008496270312	-0.0604280071873688	31.3019168999553	-0.472987642730574	0.14282959835543	-5.94160799240494e-177	-0.709976989908235
16	-1	1	0.00161265123378906	0.135818625668264	31.0007810229482	1.74936684968177	1.18276162259841	0	-3.30122514170624e-18
17	1	1	-1.95998717278378e-05	0.0361506094366426	-30.4499827070144	0.0144063220487585	0.257215494486884	0	-4.50960165799595e-53
18	-1	1	0.000262723470778714	-0.00126497701858774	30.1937968179626	0.0307544850274191	0.0617376055404844	0	0.784860882572397
19	1	1	-0.00050132833160843	0.0301584284087433	-31.3754370518812	0.46554572814245	-0.221456490433928	4.02231893634324e-136	0.324084650830733
20	-1	1	-0.00492754096006498	-0.00940689147370577	31.0233587484721	-0.502991787666994	-0.134513119048263	1.03369994688814e-274	-0.824223789941641
21	1	1	-0.0189514745010391	0.0664259887849976	-30.2054704935444	0.690474319259868	0.0259396547261019	0	1.71032201368372e-14
22	-1	1	0.00218482288128619	-0.135241372078779	-30.0539322836493	-0.841455885900356	-0.0593072095057376	0	-6.64160574765936e-20
23	1	1	-0.0019921773618794	0.0232749952547771	-31.1528403210081	-0.0186495782861122	0.091429433415108	-2.48282150858884e-302	0.845959688747358
24	-1	1	-0.0259567806126045	0.0790680935728165	31.1431713986469	0.616288655681796	-0.961812249531864	1.78757270056563e-129	3.93975090470443e-190
25	-1	1	0.0287767539308543	-0.334396846077714	-29.9013402965011	-1.08566660766496	-0.581826840848594	0	-0.017062541164886
26	-1	1	0.00155882416756048	0.0046044445865423	30.8960798755148	-0.674691431411958	-0.17977359108531	1.86867100792652e-231	0.992839309156971
27	1	1	0.0815504062386064	-0.241806111015986	-31.7301525115382	-2.40321435806366	2.28297333780522	-4.39747748158641e-19	3.69066701473637e-203
28	-1	1	0.00685784074456652	-0.118089354336169	30.8410281960617	-1.02542361830877	0.695719447968001	2.39006645370994e-262	-3.8213569201474e-95
29	-1	1	0.00478361854613973	-0.2166743242491	30.6554040706638	-0.658333222459781	0.707015279720578	0	-0.625690709090402
30	1	1	0.00428247143320704	0.0487475990461963	-31.4709660404831	-0.27957636549705	-0.28208599464709	-6.71616238712234e-142	1.95902273048777e-05
31	1	1	0.149792875167935	0.556840719078281	30.6042633413049	0.249885337293069	-0.069193953022376	-4.88400942172968e-138	0.895489905668875
32	1	1	0.0206079550583996	-0.120162728317975	31.4262839189851	-0.579643589355861	0.470978867507974	-1.68087026367107e-95	3.3263179095317e-47
33	-1	1	0.000773421930778118	0.00620578630092083	30.419961188362	-0.354409840604507	-1.01684563976514	0	0.00204356089611337
34	-1	1	0.0797418124592481	-0.044608308296036	31.5114350824004	2.57378045081658	-1.32146744662436	-3.61491873202863e-156	-7.04104227531735e-226
35	1	1	-0.00403311729740508	0.162451283205959	-29.9852957884665	-0.158277878887066	-0.000519681660300364	0	0.00725859992949358
36	1	1	-0.00384810879075592	0.0333576765045809	-31.119544026739	-0.212183099819649	-0.0210376717397232	2.90033360317035e-269	0.760206681292726
37	1	1	-0.119495539078369	-0.141330061263105	-30.8687461325832	-1.2974176094124	1.13956311484901	2.26914557025512e-10	2.51520881490669e-09
38	-1	1	-0.00245291304656492	0.00157960849256433	30.3582423373076	0.624183175223978	0.50793150606685	-1.77984731688702e-148	0.519861828848097
39	-1	1	0.0141776085881175	0.0316049542422885	30.8811342431934	0.455553805055882	0.0552523528973392	5.90401132829633e-151	-0.0186098282921991
40	1	1	-0.0102306217324273	-0.00774613368953858	-30.9601687184836	0.474355532183226	0.0497849168305358	0	0.0447662378088842
41	1	1	-0.000457193248184273	0.00746383043400023	-30.9992766053946	0.717171171421404	0.0967560907781984	-1.54530571785331e-266	0.879412175855088
42	1	1	0.00245665243335136	-0.0382035578253621	29.994767414339	0.688159843787806	0.78514086412852	0	-6.06901703785698e-09
43	-1	1	-0.0895475611006973	-0.345241945900396	-30.1155220119542	0.0654058272072078	-0.0759034280408617	0	-0.268715848618733
44	1	1	-0.00920256244031847	0.0759029317122231	-31.517663879654	0.892192009088058	0.263751926200785	1.10176599389688e-102	0.324771166445482
45	1	1	-0.0194795837140228	0.0110834173340528	-31.4609331652136	-0.199877807918655	0.168266856369119	-3.10375299948718e-101	1.4911426124298e-05
46	1	1	-0.102569737641409	1.56922813249305	-30.5981385613011	-2.06243189400697	1.91773808962371	1.93840158667429e-82	2.1211193324825e-258
47	-1	1	0.00693256746527848	-0.0333025763307813	31.5978801872242	-12.6618325557594	3.09104737522096	-2.16483566928093e-08	-4.83200712656222e-07
48	-1	1	-0.0177725867082427	-0.0925882543239442	-30.936563005163	-0.500897524495112	-0.315140765276452	5.61287518422373e-301	2.68017370933356e-42
49	-1	1	0.0101332227387883	-0.0491579797402792	31.0302914238749	-0.0886688243880407	-0.0527634874261924	-4.25232175948171e-297	-0.917104155564024
50	1	1	0.0347069072644841	-0.437370697706227	31.1660166588917	-0.497684557023733	0.3980684790253	-1.34478243112612e-144	9.63223259702984e-19
51	1	1	-0.0044442251335215	0.119829057997945	-31.3521264328535	0.751033666278753	-1.4251760218854	1.21884055300964e-88	1.39701151369826e-06
52	-1	1	-0.0765741136828598	-0.160300887315943	-31.1155339637072	0.0146704952288292	0.0094248757268609	2.39404642582671e-141	-0.720556291234827
53	1	1	0.000993278342566795	-0.447833878033068	31.0117570690994	-4.01401939553615	2.13487893952771	3.32648135182047e-174	-1.70242881595161e-17
54	-1	1	-0.000254105749102895	0.00492216010795943	-30.1574198944396	-0.0524424674302253	0.0383312835573726	0	0.832119971541104
55	1	1	0.00147771995612411	0.0171351388104526	-30.3806251166751	0.256539162085927	-0.00577294003682738	0	0.226899709892117
56	-1	1	-0.00390280059056092	-0.00394693792169676	-30.2178195887018	-0.126593900348565	-0.627918037784529	0	1.08573523790905e-18
57	-1	1	0.0065541396613662	-0.0502830527353417	-31.23915304334	0.400703078327656	0.317318895276374	0	-0.367337024604165
58	-1	1	-0.0793383257693934	-0.106915203808908	-31.2490889847918	0.727989689881914	-0.00679977229482986	3.46658027124122e-168	-0.604658125873439
59	-1	1	-0.0978219278492503	-0.37740724114744	-29.2379336154644	0.272593856943146	0.108889913694222	0	-3.97565982800848e-20
60	1	1	0.0111456977248607	0.174743005373452	-30.546184696517	0.354307125921913	-0.592997694191761	0	3.32850725803405e-25
61	-1	1	0.00309770079838634	0.00132918092037393	31.1306903140187	-1.45381895265326	-0.198543324294382	3.57159532989498e-275	-0.120992147677674
62	1	1	0.00185940482305769	1.26086030651954	-28.7157415724775	12.8920390665743	-2.77210120480538	0.701658309582964	0.678377658229656
63	-1	1	-2.37010845629548e-05	-0.142706335669651	29.7493291124544	-0.463492560143866	0.688981300544514	0	-2.28800734670602e-35
64	-1	1	-0.0162118763695828	-0.28184073621877	-30.3636519353535	0.534294710895569	0.5032503793866	0	-0.831108397754706
65	-1	1	0.014040240763864	-0.0234836923286856	-30.3496365429315	-0.197925781132604	-0.0451208334190198	0	-3.53710919846734e-08
66	-1	1	-0.00128572535996341	0.397808892946257	30.9023334949063	0.960799148780858	-1.25802336748952	-3.7807838297182e-243	1.62178238694462e-37
67	-1	1	0.00269537219417748	0.394357939723955	-30.4994150673865	6.54034208205619	-3.31920264708985	2.46924558493377e-160	0
68	-1	1	-0.00756849086401856	-0.0239871021436642	-31.6593741158512	0.0889169412907247	-0.0513335006739535	-1.23193280241113e-62	-0.838160640700696
69	1	1	0.00873038209770238	0.0700576478914385	31.6617467517665	0.0145515289483864	0.0484988593773306	1.59468481398028e-14	0.304098485285519
70	1	1	0.00553317230883144	0.337794290919474	-31.1498186198232	0.0732761437139811	-0.951597687901963	1.31379435727537e-252	0.924190250370755
71	-1	1	0.00450310836033196	-0.1514786802404	-31.0947810150056	0.543508192955079	1.26407209007793	-1.20770991448672e-252	-0.891829339229402
72	-1	1	0.0346154042250174	0.105101073723263	31.2616851447321	-0.481028825083293	-0.429425327304497	0	-4.81875994457427e-125
73	1	1	0.00445305135379326	0.0166122964868922	31.0308167253367	0.771230455849581	0.0891512833646466	4.17725696398965e-251	0.612506244449504
74	-1	1	-0.000753920543413056	-0.00735910086988589	31.2542773928521	-0.321173608009989	0.00307569463827662	-3.48016878452288e-224	0.301164864364807
75	-1	1	-0.109276487725244	-0.275735671000737	-31.3391906107227	0.367212598377229	-0.0713538472220545	3.95762140959062e-225	-0.154575045753626
76	-1	1	0.0107698500366187	-0.00270340666549806	31.3535220834015	0.0448619404084454	-0.2771438319567	-2.02132296413011e-168	-0.384030376312047
77	1	1	0.143227466316039	0.227683645949504	29.8606919278798	0.550921906842641	0.317577380992294	-6.1039236952447e-220	0.764910439707636
78	1	1	0.000433063239333786	0.0131401908696169	31.0504676032049	0.513874530495828	0.030231580834462	1.03930111502231e-230	0.989625934121741
79	1	1	0.00109303976038466	0.0543551615564368	-31.3286097533781	0.227651596579777	-0.135736945075772	-1.46320155120574e-162	0.000908146292958899
80	1	1	0.08108617771399	-0.0476678021933328	30.9942038514923	-0.727085448290863	0.974646313490862	-9.34958911185861e-105	3.36327213536292e-169
81	-1	1	-0.00205549917371117	0.00376949670439508	30.7469184039672	-0.286790147578149	-0.284728960723472	0	0.278768296369565
82	1	1	0.0172149381394586	0.050731987695837	30.9355814575328	0.379006738505101	-0.0148447649212677	0	1.9946898973899e-11
83	-1	1	-0.000203622332639042	-0.00269324301480545	30.0719584863067	0.0739480463354347	0.0138632042749798	0	-0.944558362200701
84	-1	1	0.0372348925273378	-0.0420503574999689	31.1073315535036	0.206504857357816	0.0140594555184261	-1.19447043033777e-166	-6.99530655019257e-10
85	1	1	0.00348229488152541	0.00271634645568497	-31.3604826330424	0.302199487122317	-0.0223880360022388	2.13811367175367e-197	0.609656638092879
86	1	1	-0.00186738970642808	-0.475272217849438	31.6071684522102	-1.17779985335796	1.02807841032578	-6.83563929327997e-83	-0.000732637328707888
87	-1	1	0.00325894090706214	1.00464155536812	-27.398840131229	9.4594114850137	-3.63682019986438	2.12197644588351e-29	1.51614656882949e-147
88	1	1	0.0260237244631183	0.332848003383102	30.1725017685395	1.08030601267731	0.141574404512362	-5.69205235647892e-196	1.8422845114828e-05
89	1	1	0.00273556115204376	-2.69140538467427	28.8971758155611	-10.0567912098106	2.35660169632037	6.66619585945833e-202	0
90	1	1	-0.0260770436277453	0.0198966020662752	-30.8476216183051	0.823711898207014	0.114689218889399	0	0.0281145609472125
91	1	1	-0.000657586925723042	0.00656963138649935	29.8189002034313	0.618379726121042	0.189725920556514	0	-0.106320086016054
92	1	1	-0.00165270856331201	-0.0357035884556076	-30.712291612169	0.0421045257334676	0.439967938176286	0	-0.538068976148169
93	1	1	0.0109712826636938	-0.112709712765023	30.1159315300727	-0.0502449413558654	0.804340449151612	0	-0.0434268288952222
94	1	1	0.0735119531295617	0.195749388788377	30.2922552323496	-0.449952044709477	0.0435296457042593	0	0.208960783043216
95	1	1	-0.06548960683205	0.395566285593128	-31.1653367736111	1.27162819575063	-0.483432687041656	8.17488861459326e-178	9.59103670330555e-22
96	1	1	0.00658722743875817	2.45905373300238	28.7274538388776	10.7324540925405	-1.58987947798206	2.96249487320092e-05	1.69698526363964e-05
97	-1	1	-0.0173816523214549	-0.179703552633137	-31.2745572610917	0.260173572108338	1.07275928533162	-8.75196301797994e-207	-0.911554867373615
98	-1	1	-0.0538915144598162	-0.327031978086805	31.8253194492554	-0.0436496862618636	-0.844118633099646	2.56979089387494e-46	-4.46897834356139e-16
99	1	1	-0.00768317523880191	0.012150423276676	-31.1460533157263	0.140636615073889	-0.0639774610466137	8.03059259570944e-226	0.970927192947979
100	-1	1	-0.0152937981844002	-0.0611008581998806	-30.8235493367917	0.31680750109828	-0.103384291599058	0	-1.68643805459162e-24
101	-1	1	-0.00436581292700944	-0.575488132770481	29.1521999604666	-1.6642971196576	0.819392481919852	-5.23206710649061e-248	-0.705515366218064
102	-1	1	-0.157014307281747	-0.191341609846551	-30.6543870709362	0.0711246759280115	-0.0715795668879444	9.04891623088527e-138	-0.00114586248238624
103	1	1	0.0122854594666291	0.0285971161652405	30.3843815203557	-0.04030582882395	0.113991323804758	0	0.0961106963857787
104	1	1	0.14788942892977	0.520102333704022	30.3055618134926	0.458989375226027	0.153079177109671	-5.12700708477647e-156	1.45420608420291e-18
105	-1	1	0.0630286196794936	-0.0738794348582736	31.3508389928819	-0.122903242741796	-0.198559227382816	-8.12048159918241e-43	-5.83926895259576e-13
106	-1	1	-0.016783812737833	-0.52429481925852	-30.0626217905153	-1.15827258114838	1.32929747683324	-1.84872246153306e-298	-0.810227814491284
107	-1	1	0.014373857434711	-0.0257985532983493	31.4536472882928	-0.546914771064079	0.0695478888427026	-2.91590631451163e-84	-2.14652252185297e-06
108	-1	1	-0.0146892827687756	-1.81309345787624	26.3442958443916	-11.7908729558443	0.892060721901217	-4.04497493867765e-18	-0.906787697753259
109	1	1	0.0027939634361992	0.024084002898908	31.3197799803887	0.428812342010938	0.104719839567913	2.1604785998501e-88	0.0936929197692818
110	-1	1	-0.00153032944111531	-0.0157760481117393	-30.3572848680677	0.849911394881486	0.0497703537779142	0	-2.73980408417547e-05
111	-1	1	-0.017066980070247	0.138291146694927	-30.3208476660429	0.211427444269942	-1.15446335461939	2.44113463726118e-307	2.93491319344788e-13
112	-1	1	-0.00624569026281641	-0.0103640647171943	-30.142200467714	-0.136486901079042	-0.165436217566452	0	-0.834865892108351
113	-1	1	0.000229452608685343	-0.00441963157223135	-30.1479188607643	-0.126886170231026	0.023654371420303	0	0.429701871964412
114	1	1	0.000125358583303425	-0.00581082587991588	30.0278053261938	-0.426763393787157	0.0524662720333069	0	0.794596359360179
115	1	1	-0.0175619487475341	0.15535890040753	-31.5247749399147	0.683984434675249	-0.805406718547465	-1.00106351237823e-30	0.177301132107545
116	1	1	-0.00274656438521814	0.00332095007232347	-30.8939260061582	0.661672958555201	0.107296126588778	3.90026641959247e-231	0.212646081549611
117	-1	1	0.0044687586928116	-0.0581425763096277	-31.1603279757333	-0.27270070539182	0.575486799408257	5.69763223191933e-295	-0.279992801921721
118	1	1	-0.0167131031623415	-0.286171489627909	30.9738556370938	-1.04954492034237	0.686796178918769	0	-1.35107468227742e-56
119	1	1	-0.00547694860472636	0.149058400896344	-30.78237099958	0.75153133558752	0.420464046363922	0	0.245287769704242
120	1	1	0.0689722721507076	-0.0899141566851451	30.8233009541797	-0.685272698120571	0.7894067242096	-7.54306350915825e-177	4.06876017099115e-99
121	-1	1	0.000646914363060858	-0.00660649303101479	30.5620250916017	0.391955950406542	0.262188152422485	0	-7.62565253500824e-06
122	1	1	0.00876614351857186	0.349111433853869	-30.2189272652189	1.31570158688991	-1.08483938921122	-7.30890824182444e-165	0.817682501824379
123	-1	1	-0.00129186165513473	0.00747691261693539	31.4205973911748	0.333599692666413	-0.0379584267052682	5.9178252628932e-138	-0.0160168428363117
124	-1	1	0.031442788231817	0.107357676003771	31.3547740540979	0.0199587589653554	-0.103923243158391	-1.27829266538235e-120	8.98378964897609e-17
125	1	1	-0.00460228266301044	-0.250019381221554	31.5580687437664	-0.77690556846769	0.416937761660689	1.55323258271419e-295	-8.85787385077477e-169
126	-1	1	-0.00261748767713954	0.00342683591509108	30.676096444662	0.293554093570936	0.418305541911993	-3.87036887228054e-203	-4.25513053049232e-06
127	1	1	0.000158799543509947	0.0579434709326883	-30.5961336980382	-0.168628978730718	-0.298796687243104	1.04414939177198e-199	0.888421151491337
128	-1	1	-0.0101479125528273	0.11308284475432	-31.2405665693805	0.650156594923548	-0.469320087144602	2.45968521718647e-212	5.19636460262061e-18
129	1	1	-0.00234638831030876	0.0567833967864324	-29.7817238465499	-0.884738781998641	-0.619771928001096	0	0.162408513779819
130	-1	1	-0.000591799335627918	-0.00911929216001006	31.0818268146629	-0.766516776949709	0.109148767713648	2.52942210775404e-278	-0.80241528879506
131	1	1	-0.0194099807950563	-0.0905965765393297	-31.653552231106	-0.0506702571619968	0.108934722451725	7.45452666210606e-43	-7.36306976952092e-51
132	-1	1	-0.0148574536496175	-0.300291862414786	-30.21591566211	-11.3987440745188	3.68016695593221	-1.39169982665893e-23	-8.76384639509762e-26
133	-1	1	-0.00271078477986542	-0.116576382722435	30.0287653624321	-0.694218326461957	0.690651267323698	0	-0.889793202825885
134	1	1	-0.00128117233661007	0.00287885843800773	-31.45272934115	0.838386350313264	0.344621512295056	-3.99727813626051e-127	0.00199423859958734
135	-1	1	-0.0124203229809449	-0.0265864584183628	-30.5787373028598	-2.2502293408294	-0.851110554032335	5.81666204229163e-61	1.55704864034994e-10
136	1	1	-0.000810713252930029	0.0137665847613881	-29.9857183845122	-1.16297318901059	-0.37712047417657	0	0.216192834183916
137	1	1	0.0353755265091802	0.24277095015796	31.6556420206027	-0.701469990262131	0.191191961575651	2.04055634221177e-38	0.574598182549942
138	-1	1	0.00624044042768623	-0.0392754516318217	30.2001273146047	0.272874253472548	-0.0214305941510933	0	-2.60148143801644e-06
139	-1	1	0.00340700939668315	-0.028954650318969	29.6159969827436	0.236802966556519	0.317435648093555	0	-0.923210843647973
140	1	1	-0.02928868781192	0.00272160914609465	-31.3472222306681	-0.0445441458206393	0.263671667300205	-2.00312090867453e-145	9.41748408119669e-11
141	1	1	0.0019283605049929	-0.0547447655945774	-29.7259119513917	-0.525952914802918	0.127260301424553	0	-7.67298056702746e-38
142	1	1	-0.00577554117025392	0.00144674455568072	-31.2211489619592	1.22421875872378	0.222476265774722	-3.14615760090679e-232	-0.000327461143987473
143	-1	1	0.0677949167685731	-0.0202155184568333	31.421203022647	0.347403911338839	-0.479246236771026	-8.83076189066043e-14	-0.304681009691106
144	-1	1	0.00367622840867787	0.00858734099840852	-30.3443653565536	-0.258288952572286	-0.0601657354232916	0	-0.440637016372348
145	1	1	0.00358461645450248	0.339590790291521	-31.5059900982232	-0.58085779708647	-0.478685900328131	1.57058134215284e-199	0.505598123437111
146	1	1	0.0409028205651364	0.273019723808126	30.1540231613318	0.294101051023631	-0.411107885065604	0	0.837069114424681
147	1	1	0.0507892366589193	0.204033028936513	31.2034112911947	0.554199461938898	0.239441569607866	-7.85991148924307e-78	2.1336562340587e-17
148	1	1	0.00656598286191923	0.000122884616793328	29.5585647483518	1.02225564724409	0.61545895560727	-6.0104484351551e-272	0.977679988007244
149	1	1	0.030509761807319	0.108381186753393	31.6766206389567	0.911743685255086	0.0839459231959037	1.24421568535919e-237	0.140189439742255
150	1	1	0.00169813105219896	-0.00551594270625344	30.0969536985329	-0.267551323480143	0.0451007040862788	0	0.966052383295125
151	-1	1	0.0338958844691775	0.280841598594829	31.3295921141952	0.373536129803346	-0.569397406795368	1.8159313915127e-87	0.0395849782174503
152	-1	1	0.0113279280808531	0.19687150312938	31.5506133327037	0.418143862720333	-0.75013632767301	1.31112819226864e-124	4.14544951822376e-25
153	-1	1	-0.00764594782778494	0.813737133591262	30.9838804408379	10.9981970628805	-3.56933784911132	0.118265106183404	3.85661020076044e-56
154	-1	1	0.00128125035362725	1.03058235394196	-30.643483631657	4.41875594277799	-1.90076102543841	4.03293762636637e-140	2.71674123273309e-13
155	-1	1	-0.064977198942754	0.167068296903878	-31.3257792965197	0.616221198818137	-1.054881743175	3.63319991196532e-48	1.09628160867904e-150
156	-1	1	-0.00181059307047593	-0.0825912768370731	31.4612458695956	-0.230473622059929	-1.44737021752514	-1.00181639359536e-208	1.32395048090458e-140
157	-1	1	0.00700914125519569	-0.102474253049916	31.5146025287588	0.126704844754764	-0.111839637793148	-2.46208261831195e-120	-0.00316157537501365
158	1	1	0.00147486721041612	0.00819184511502513	-31.0520408933045	0.22766408795759	0.35417498585713	-8.3551935433859e-319	-6.59534240907163e-06
159	-1	1	0.0298434838052754	-0.300596932511413	31.3008007684428	0.174624762695917	0.962639318762385	8.51570005719601e-122	-9.40739357884847e-15
160	1	1	-0.00292479691587955	-0.159247924631018	31.2510999764223	-1.11401397256257	1.94998501104569	3.46137948679335e-264	-4.59218429332536e-41
161	-1	1	0.00581501846708932	1.38343705418154	-28.476020050031	9.78304190884941	-3.6611564979611	1.53700053755595e-62	0
162	-1	1	-0.0179720796971069	-0.0757300557959901	31.6611006956736	-0.17518555824357	-0.703485378461796	1.35082737976041e-100	-0.00534182948907593
163	1	1	-0.00810649852083167	0.64270418616807	-27.1027453942929	3.42625042532767	-1.15619773453053	6.40917649242524e-122	0.0558305379658723
164	-1	1	0.0170931963191305	-0.0473369862084247	30.2497863502292	-0.367616681494086	-0.0215170308181136	0	-4.51680817169149e-07
165	1	1	0.00374491732484072	-0.00365391798510828	-30.5346403854888	0.652467342310278	0.457974149502393	0	-4.72510049135893e-12
166	1	1	-0.0148935186720415	0.0843476083296792	31.3725598066453	-2.08294060255688	-0.927131260973084	2.2981263755369e-70	0.00306042226710289
167	-1	1	0.00478540050227261	-0.0018811786810442	30.4975353178404	0.271537933305307	0.0997769617259401	-8.00848779574356e-176	-0.478832750270663
168	-1	1	0.00035399779612677	-0.0564153295198739	-28.9559523044328	-0.320008598587785	0.344876334631859	0	-7.48960383339588e-23
169	1	1	0.00303892217929957	0.337741037855805	-31.2513445363194	1.24697861220818	-0.759424929619932	8.25261827600398e-215	0.000470097328630511
170	-1	1	-0.00157183455846366	0.00495967254089358	-30.2178076021276	-0.0746267313139946	-0.0104986722611535	0	-0.0330557517124363
171	1	1	-0.0275335651770783	0.131203673415083	-30.9176493246349	0.386397850502107	-0.757161305756293	4.27867264130605e-272	0.0293608816807509
172	-1	1	0.0152974549045297	0.0694756525750027	30.2073177935691	-0.624215204425115	-2.2427007369299	3.63095840854941e-307	2.01160990060266e-05
173	-1	1	-0.00264648799916845	0.0593639251855596	-30.5693223195669	-0.0242953911316715	-0.458742939526021	0	0.12945362154003
174	1	1	0.00888452510278237	0.0239838090997981	31.0629815470879	-0.0104601856157576	1.95596906831241e-05	2.04995866663826e-222	0.793812553288925
175	-1	1	-0.0290802165057678	-0.0323398033984823	-30.6643024551379	0.175613289533571	-0.345050462574118	-1.51934730123622e-193	-0.917377145803384
176	1	1	-0.00601536920705803	0.0621210537400572	30.1884458693309	0.157493309564327	0.105615476144854	0	2.19053135755909e-46
177	1	1	0.0879668507487642	0.640855587146314	30.6062524327227	-0.131988163684893	-1.67600177761821	8.03139372492574e-199	6.79625248495604e-75
178	-1	1	-0.000590901029804969	0.00338861445805883	-30.0682075452271	0.16602396896778	-0.05559719311508	0	-0.915743620463402
179	-1	1	-0.00764223092440575	0.000637505982579611	-29.9489578873385	2.22268254724252	-0.589003631800701	1.64501158616317e-207	-0.61167301514999
180	1	1	-0.0365039487715441	0.536321347498971	-28.4644114308799	4.83507179852788	-1.27801540857392	2.5068521352146e-151	0.00384885747303971
181	-1	1	-0.000784453039020305	-0.0279204053801756	31.2003624850246	-0.306909056302043	-0.0740207960850245	4.7804793999395e-264	-0.347265920945058
182	1	1	-0.000674330507291709	-0.00771155521321809	-31.4214096108055	0.724644084467785	0.058408040506631	3.74987029991386e-165	0.156706563122449
183	-1	1	-0.00380287486117792	-0.22500403146018	30.9605279442842	-0.64152016759761	0.279637002056802	-7.75113072143335e-202	-0.25050334709941
184	1	1	-0.00705387923231937	0.0197743928312057	-31.4353054808206	0.487788218610893	2.75129544995136	-6.78554025747459e-53	-1.3477264613515e-32
185	1	1	0.00767943125992698	0.0449618249177508	30.7257269322112	-0.263565095455911	-0.344050106454892	0	-3.81274442366101e-61
186	-1	1	0.000853433245494029	-0.364239828459798	31.2962137476423	-0.138960004996227	0.33005703315502	-2.7303810678619e-74	-8.76290116975148e-22
187	1	1	-0.00164052346206545	-0.158151588814711	31.247931842694	-1.07475833360388	0.192771258339091	6.9717317246747e-231	-2.25070960132462e-105
188	-1	1	-0.0250219234393172	-0.258907015409452	-31.320383340681	-0.0750362437850942	0.787051940254264	-2.76760359578958e-192	-3.18413315107544e-20
189	1	1	0.092617084438488	0.409152306487737	30.5782137710754	0.459059509003081	-0.195730532971753	0	0.80109723829356
190	-1	1	0.00283059296029242	-0.00403252572843904	30.1499077642773	-0.0861323471853606	8.383522453137e-05	0	-0.74519652680831
191	1	1	-0.000849596835375332	-0.600067465663734	-30.2324861491957	-10.801252542665	2.92934234041592	-1.12431378146085e-75	4.90623811194713e-05
192	-1	1	-0.000755557791884187	0.00977122366671246	-30.1194441327851	0.144640871439934	0.108867355614535	0	-0.252580105440746
193	-1	1	-0.00268233391414596	-0.0238609343137917	-28.7647609868041	-0.242910441848577	-1.55191109861188	7.07314681818818e-277	0.00117740767998104
194	1	1	-0.00171244641269419	0.0267193761776809	29.9722939845232	0.529483030074026	0.090331519034498	0	-0.886956974913228
195	1	1	0.00422749154733892	0.00712600081781822	-31.3201694923562	0.548092360356121	0.092097241801131	-1.36240309113097e-185	0.117936682922624
196	-1	1	-0.00496997102206564	-0.0512402650304313	-30.9244398156171	0.488916590103067	0.783974857343843	-1.35785636985869e-128	-0.969012275085452
197	1	1	-0.000392140552216702	-0.0148280279316442	-31.1047427578073	0.424306424474075	0.0386082168167494	-7.73967773479591e-216	-7.37263021855841e-07
198	-1	1	-0.000156768409066421	-0.0423319497445416	-29.397970584812	-0.748969696452745	0.298045016750795	0	-0.0748242954484611
199	1	1	0.00272072917904276	0.0769392971052607	-30.7313653756515	0.361264819614899	-2.30341461096476	-1.54497719450579e-96	0.654946878395759
200	-1	1	-0.0372225843506211	0.156930299345163	-30.7916996134336	1.27749160157486	-0.666073838201592	3.50245839050043e-257	-6.46649394147637e-80
201	1	1	-0.0266699358307123	0.152003323165353	30.1191665779572	2.81207585387176	1.39863711304388	-1.19864399219977e-46	-2.14179570052639e-14
202	1	1	-0.0344372623519769	-0.00424278864262462	-31.4197097586267	0.0383004900062343	0.208788006148337	7.26204224140603e-115	-1.58598375753634e-15
